AT,AP,AH,AFDP,GTEP,TIT,TAT,CDP,CO,NOX,TEY
26.896,1010.7,50.195,4.1389,25.717,1091.6,550.19,12.139,1.4511,72.529,134.06
26.382,1010.7,52.663,4.1156,25.597,1091.1,550.04,12.124,1.4851,70.768,133.81
26.004,1011,55.635,4.1042,25.563,1090.8,550.13,12.11,1.6651,70.574,133.81
25.363,1011.1,58.201,4.0762,25.54,1090.6,549.91,12.107,1.6478,70.339,133.81
24.698,1011.3,60.548,4.0682,25.484,1090.3,549.85,12.082,1.6203,71.069,133.8
23.428,1011.7,60.602,4.0307,25.396,1089.8,549.84,12.053,1.2552,70.648,133.79
22.141,1012,65.164,3.9689,25.206,1089,549.83,12.024,1.2373,68.294,133.77
21.035,1012,69.665,3.8844,24.857,1086.8,550.26,11.932,1.4912,66.012,132.67
19.785,1011.9,72.751,3.8919,24.844,1087.1,549.99,11.934,1.6923,70.905,133.43
18.193,1011.7,79.45,3.9308,24.549,1085.4,549.65,11.853,2.1048,70.731,132.9
17.244,1011.6,83.817,3.479,20.591,1062.1,549.78,10.771,3.9394,72.796,115.6
16.671,1011.5,86.111,3.3447,19.354,1054.9,550.03,10.43,4.5055,68.058,110.48
16.159,1011.7,87.774,3.3504,19.21,1053.9,550.13,10.355,4.4574,67.992,109.81
15.989,1012,88.643,3.3445,19.14,1054,550.02,10.366,4.5804,68.577,109.8
16.023,1012.3,89.193,3.2949,19.156,1054.2,549.98,10.436,4.1817,66.864,109.79
17.081,1012.7,89.77,3.8119,22.953,1075.9,549.94,11.465,2.4576,68.458,125.2
19.72,1013.1,84.469,4.0206,25.107,1087.9,550.37,11.983,1.9353,69.951,132.78
22.278,1013.4,77.542,4.0909,25.244,1089,550.15,12.023,2.0529,70.2,132.79
23.66,1013.7,71.563,4.0693,25.272,1089.3,549.77,12.05,1.9061,70.733,132.82
25.118,1014,69.329,4.0571,25.321,1089.9,549.74,12.066,1.9215,70.469,132.83
26.398,1014,57.729,4.1284,25.419,1090.1,549.63,12.079,1.4671,70.41,132.82
27.863,1014,47.908,4.2019,25.396,1090.8,550.16,12.093,1.4036,71.699,132.84
28.533,1013.9,46.134,4.1766,25.481,1090.3,550.05,12.107,1.2471,70.766,132.83
29.026,1013.8,44.862,4.1638,25.562,1090.5,549.87,12.12,1.367,70.578,132.83
28.856,1013.6,45.939,4.1699,25.612,1091,550.12,12.11,1.3841,71.1,132.84
29.014,1013.4,46.721,4.1635,25.646,1090.9,549.99,12.117,1.4841,69.164,132.82
29.036,1013.4,46.049,4.1492,25.69,1090.8,549.92,12.126,1.1726,70.925,132.84
27.923,1013.4,48.417,4.1235,25.858,1091.8,550.05,12.225,1.1489,70.196,133.65
26.083,1013.6,55.012,4.0427,25.523,1090.3,549.71,12.12,1.3909,67.567,132.79
24.749,1014,62.392,3.9805,25.352,1089.6,549.64,12.156,1.4332,67.064,133.06
23.746,1014.4,64.216,4.0029,25.479,1090.5,549.63,12.2,1.4882,68.694,133.8
23.125,1014.4,62.852,4.0256,25.487,1090.4,550.09,12.22,1.376,70.686,134.17
22.313,1014.4,64.225,3.9822,25.396,1090.1,550.17,12.217,1.6324,70.049,134.21
21.359,1014.2,67.09,3.8848,24.952,1087.9,549.81,11.992,1.9424,68.789,133.15
19.792,1014,72.932,3.3389,20.666,1062.5,549.97,10.831,3.4647,63.259,115.16
18.523,1013.8,79.006,3.2007,19.4,1055.4,550.12,10.425,3.9901,62.641,110.22
17.824,1013.8,82.384,3.2551,19.439,1055.5,549.98,10.389,4.1052,63.684,110.33
17.3,1014,83.883,3.2938,19.468,1056,549.94,10.461,3.9838,64.111,110.8
17.387,1014.1,85.509,3.2764,19.573,1056.3,550.2,10.464,4.6979,64.227,110.8
18.882,1014.6,88.806,3.3146,19.859,1057.3,549.89,10.509,4.2858,59.947,110.69
21.314,1015.1,85.914,4.0739,25.246,1089.1,549.83,11.913,1.9352,67.299,133.13
22.66,1015,80.439,4.1128,25.438,1090.3,550.04,12.055,1.7537,66.042,133.49
24.182,1015,73.967,4.2679,26.743,1097.2,550.16,12.34,1.3719,72.114,138.49
26.337,1015,64.876,4.0828,25.555,1090.9,550.19,12.104,1.6801,68.588,133.15
27.515,1015,59.21,4.1429,25.745,1091.3,550.34,12.097,1.5659,67.881,133.31
28.402,1014.7,55.447,4.1636,25.838,1091.6,549.98,12.115,1.9286,68.455,133.12
28.711,1014.3,55.829,4.1668,25.861,1091.7,550.17,12.133,1.8569,67.216,133.25
28.634,1013.9,57.36,4.2001,25.977,1092.6,549.66,12.151,1.5179,66.834,133.83
28.147,1013.7,57.099,4.2017,25.95,1093.2,549.59,12.168,1.2164,67.632,133.85
27.995,1013.6,53.732,4.1931,25.962,1093.2,549.92,12.186,1.4303,69.503,133.83
27.499,1013.7,56.588,4.1688,26.017,1093.3,550.02,12.233,1.3317,67.885,134.53
26.197,1013.6,62.904,3.8932,24.208,1083.2,550.06,11.736,1.6549,63.032,127.63
24.525,1013.6,69.931,3.563,22.13,1070.5,549.93,11.159,2.5473,58.466,119.49
23.152,1013.8,76.801,4.0301,25.232,1089.3,549.68,12.17,0.84788,62.808,133.5
22.099,1014.1,82.794,4.0769,25.141,1089.1,549.83,12.104,0.37136,62.3,133.82
21.397,1013.8,88.017,4.1316,25.055,1088.7,550.04,12.057,0.36392,63.958,133.45
20.926,1013.3,90.231,3.4731,20.011,1058.9,550.01,10.697,3.7534,56.988,111.72
20.16,1012.9,91.63,3.5161,19.65,1056.9,549.97,10.507,4.1924,56.647,110.78
19.822,1012.5,93.894,3.5586,19.574,1056.3,549.88,10.494,4.4839,56.999,110.43
19.654,1012.1,94.817,3.579,19.732,1056.9,549.91,10.499,3.8824,56.575,110.81
19.985,1011.9,94.66,3.5306,19.811,1057.2,550.19,10.504,3.9321,56.637,110.81
20.231,1012.1,93.261,3.5637,20.046,1058.2,550.12,10.509,3.9396,56.703,111.58
20.251,1012,92.477,3.5683,19.885,1057.2,549.96,10.513,3.989,56.652,110.85
20.928,1012.1,92.722,3.56,19.98,1057.7,550.08,10.539,4.0218,56.579,110.82
22.077,1012.1,89.314,3.493,20.047,1058.1,549.89,10.552,3.8049,54.76,110.82
23.102,1011.9,83.438,3.4083,20.068,1058.5,550.12,10.616,3.8637,53.975,110.82
24.199,1011.7,77.828,4.0995,25.399,1088.8,549.69,12.023,1.9248,66.066,132.65
25.604,1011.4,70.585,4.1294,25.642,1090.7,549.83,12.204,1.69,67.062,133.19
26.481,1011.1,68.642,4.1355,25.579,1090.8,549.98,12.117,2.3012,66.891,132.8
27.232,1010.6,69.034,4.1588,25.605,1091.3,549.7,12.087,1.8875,65.633,132.87
27.878,1010.3,67.656,4.1926,25.872,1092.1,549.54,12.064,1.7165,65.606,133.81
27.731,1009.6,63.016,4.2029,25.964,1092.1,549.81,12.042,1.7432,66.556,133.81
27.447,1008.9,64.833,4.1855,25.936,1092.5,550.19,12.02,1.2487,64.814,133.8
27.107,1008.4,67.883,4.1747,25.924,1092,549.88,11.998,1.2597,63.384,133.8
26.728,1008.1,66.101,3.3111,19.985,1057.2,549.95,10.554,3.5312,52.35,109.1
25.892,1008.2,69.134,3.4324,21.05,1063.7,550.27,10.902,3.3979,55.958,114.29
24.166,1008.1,76.098,4.0608,25.482,1090.1,550.29,12.029,1.7942,65.199,133.76
23.021,1008.3,80.563,4.0883,25.44,1089.7,550.08,12.032,1.6257,64.02,133.82
22.332,1008.3,83.284,4.1499,25.291,1088.8,549.79,12.021,1.5943,62.998,133.82
21.564,1008.1,86.329,4.1627,25.243,1088.5,549.87,12.029,1.5149,65.314,133.81
21.023,1008,88.153,4.0351,24.205,1082.8,550.12,11.737,1.9228,61.467,129.47
20.431,1007.7,89.454,3.4404,19.663,1055.6,550.02,10.517,4.0391,56.466,110.11
19.986,1007.4,91.079,3.795,21.519,1066.4,549.86,10.981,4.0447,61.224,118.18
19.529,1007,92.538,3.6803,19.707,1055.7,549.73,10.341,4.3505,58.237,110.39
19.255,1006.9,93.319,3.5465,18.36,1047.5,549.76,10.135,6.2349,68.994,104.11
18.481,1007,92.969,3.5131,18.179,1041.9,546.55,10.06,9.7866,86.57,102.58
18.2,1006.9,95.218,3.5188,18.1,1043.2,547.61,10.084,9.0023,86.465,102.69
18.804,1007,96.456,4.5113,25.428,1072.3,540.26,11.921,4.475,77.462,129.11
20.683,1007,95.603,5.0276,30.284,1100.2,540.24,13.283,1.2964,63.841,148.84
22.11,1006.8,91.017,5.1585,31.639,1100,535.68,13.468,1.3078,61.176,151.75
23.591,1006.7,86.247,5.0427,31.01,1100,537.82,13.433,1.2969,61.015,150.98
25.426,1006.6,78.455,4.911,30.75,1099.9,538.73,13.36,1.6872,62.41,150.27
26.03,1006.3,76.052,4.7972,30.06,1099.9,541.35,13.169,1.7729,62.329,148.85
26.745,1006.1,72.926,4.7959,30.415,1100.1,539.96,13.272,1.8754,59.445,149.57
27.678,1005.7,67.207,4.7935,30.31,1100.1,540.64,13.198,1.4542,58.851,149.41
28.072,1005.4,64.963,4.7872,30.535,1100,539.53,13.255,1.3794,58.927,149.88
28.389,1005,65.146,4.7094,30.253,1099.9,540.78,13.219,1.0864,57.887,149.18
28.304,1004.7,68.857,4.7303,30.353,1100.3,540.46,13.259,0.85393,56.553,148.96
27.85,1004.5,72.526,4.6429,30.01,1100.5,541.86,13.182,0.98829,58.415,147.8
27.347,1004.6,75.873,5.0234,32.349,1099.9,534,13.611,1.5687,56.337,152.32
26.554,1004.5,82.475,4.2561,25.994,1090.6,549.91,12.17,1.8002,59.664,134.33
25.899,1004.6,87.313,4.3231,25.889,1090.5,549.63,12.239,1.8183,59.319,134.11
25.374,1004.8,87.529,5.0175,30.633,1100,539.23,13.171,1.3446,58.543,148.84
23.937,1004.7,87.727,5.0648,30.751,1099.8,539.38,13.146,1.5304,59.71,150.08
22.452,1004.6,91.026,4.4266,25.405,1088.2,549.55,12.094,1.6782,61.132,133.79
21.681,1004.7,92.994,4.4624,25.384,1088.8,550.03,11.958,1.3013,61.516,134.12
20.851,1004.8,94.16,4.5235,25.233,1087.9,550.13,11.92,1.5281,61.586,133.81
20.439,1004.8,95.921,4.8366,25.344,1088.6,550.1,12.003,1.5137,61.982,134.42
19.506,1004.7,95.43,4.7893,23.837,1079.7,550.02,11.599,2.3794,61.54,128.24
19.297,1004.8,95.63,4.0026,19.614,1054.8,549.77,10.388,4.6311,57.582,109.89
19.12,1005.2,95.198,3.816,19.606,1054.4,549.78,10.307,4.5023,56.649,109.83
20.35,1005.4,98.337,4.2968,23.793,1079.2,550.29,11.507,2.3071,59.15,126.9
23.444,1005.7,93.214,4.3277,26.074,1090.6,549.16,12.197,1.5906,62.962,134.14
25.4,1006,87.332,4.8873,30.487,1100.1,539.95,13.144,1.3863,59.112,147.79
27.403,1006.2,75.099,4.7542,29.884,1099.8,542,13.048,1.2326,61.735,146.65
29.598,1006.5,60.109,4.7942,30.502,1100,540.1,13.177,1.4168,63.047,148.46
30.245,1006.5,53.335,4.7827,30.256,1099.7,540.48,13.098,1.4362,63.298,148.82
30.72,1006.3,51.1,4.7729,30.232,1100.1,540.84,13.125,1.2288,61.437,148.52
31.773,1006.2,53.544,4.7086,29.843,1100.2,542.3,13.103,0.95574,58.828,147.54
31.74,1006.1,59.742,4.6618,29.887,1100.1,542.1,13.041,1.0082,58.23,147.17
31.958,1005.9,57.655,4.7221,30.058,1100.2,541.7,13.035,1.8511,59.496,147.58
32.518,1005.6,52.531,4.7823,30.277,1099.9,541.14,13.139,1.5037,59.205,147.94
32.855,1005.5,54.188,4.2598,26.419,1093,549.68,12.182,1.4526,63.294,133.85
32.285,1005.6,62.246,4.1862,26.038,1091.3,550.1,12.131,0.89032,57.167,132.88
31.506,1005.8,69.081,4.2281,25.891,1090.2,550.4,12.073,0.71774,53.945,132.9
28.546,1006,82.233,4.3498,25.963,1090.8,550.43,12.01,1.2954,54.208,133.89
26.713,1006.1,86.73,4.4041,25.791,1090.4,550.28,11.947,1.716,56.517,133.76
25.149,1006.1,87.216,4.3594,25.605,1089.3,550.06,12.065,1.8152,58.225,133.8
23.828,1006.1,90.744,4.4372,25.591,1089.7,550.37,12.196,1.6548,59.756,134.08
22.823,1006.1,91.378,4.4287,25.632,1089.9,550.34,12.191,1.813,62.241,134.62
22.323,1005.9,93.373,4.4192,25.596,1089.7,550.28,12.094,1.4118,61.559,134.54
21.968,1005.8,93.1,4.423,25.477,1089.2,550.23,12.092,1.4893,61.613,134.22
21.832,1005.9,91.981,4.3375,25.368,1088.7,549.63,12.011,1.6032,61.934,133.8
21.509,1006,90.054,3.6962,21.183,1063.9,549.81,10.803,3.861,57.403,115.8
21.13,1006.4,89.376,3.4244,19.701,1055.4,550.05,10.375,4.1856,55.077,109.62
21.921,1006.6,90.143,4.0973,24.851,1085.1,550.28,11.892,2.0282,61.676,130.82
24.328,1006.9,88.728,4.1481,25.828,1090.3,549.82,12.129,1.7026,60.907,133.38
26.245,1006.9,86.547,4.8249,30.228,1099.7,540.77,13.207,1.8196,58.519,147.04
28.528,1006.9,65.274,4.69,29.846,1100.3,542.4,13.126,1.2353,63.516,146.59
31.505,1007.1,56.399,4.7262,29.883,1100,542.17,13.043,1.5675,64.283,146.69
32.036,1007,49.86,4.6612,29.458,1099.6,543.61,13.053,1.7157,68.192,146.18
32.573,1006.8,48.509,4.7477,30.08,1100,541.57,13.183,1.113,61.089,147.24
33.287,1006.6,48.455,4.7822,30.332,1100.2,540.92,13.299,1.1799,57.877,148.06
33.111,1006.2,56.154,4.7168,30.167,1100,541.37,13.088,0.87307,56.359,146.95
32.735,1005.8,61.135,4.6095,29.37,1099.8,544.12,12.906,1.6002,58.053,145.68
32.585,1005.5,62.435,4.668,29.774,1099.9,542.89,13.046,1.6977,58.208,146.32
32.363,1005.4,63.823,4.6362,29.66,1100.2,543.15,13.065,1.6659,57.163,145.88
31.03,1005.6,73.169,4.6292,29.972,1100.1,542.11,13.124,1.4191,55.73,145.94
29.676,1005.6,79.323,4.2156,26.311,1092.5,550.4,12.217,1.8618,57.175,134.5
28.839,1006,82.834,4.2335,26.094,1091.7,549.73,12.251,1.5586,56.351,133.67
27.948,1006.2,82.012,4.2446,26.282,1092.8,549.97,12.291,0.91571,59.412,135.16
26.285,1006.1,80.791,4.1758,25.77,1090,549.82,12.191,0.72408,59.945,133.9
24.909,1006,82.296,4.155,25.782,1090.8,550.09,12.193,1.0264,62.562,134.34
24.092,1006,83.409,4.1606,25.557,1089.7,550.15,12.131,1.6584,62.126,133.6
23.605,1005.9,84.355,4.1387,25.45,1089.3,550.26,12.089,1.5388,61.033,133.38
23.041,1005.7,85.698,4.1403,25.394,1088.7,550.35,12.133,1.696,62.641,133.44
22.691,1005.5,85.325,4.1102,25.39,1088.6,550.19,12.06,1.5886,62.637,133.51
22.282,1005.6,84.381,4.0297,25.031,1087.7,550.21,11.972,1.5706,63.102,132.8
22.287,1006.1,83.077,4.0517,25.195,1088.6,550.04,11.986,1.3926,63.693,133.22
23.572,1006.5,86.678,4.1042,25.718,1090.3,550.19,12.141,1.3896,62.888,133.77
25.073,1007.2,86.694,4.1786,25.894,1091.3,550.12,12.214,2.0594,63.107,133.8
26.502,1007.4,84.434,4.7612,30.169,1100,541.28,13.127,1.3882,59.072,146.78
28.416,1007.5,74.044,4.7424,30.006,1099.8,541.76,13.208,1.4731,58.934,146.57
30.949,1007.7,62.119,4.6573,29.594,1100,542.91,13.038,1.3399,62.657,145.57
31.95,1008,56.889,4.5763,29.214,1099.7,544.63,12.992,1.553,63.635,145.2
31.997,1008.2,60.776,4.6773,29.706,1100,542.37,13.15,1.5524,59.571,146.27
32.238,1008.2,51.51,4.7322,30.193,1099.9,540.8,13.197,8.8904,54.603,147.63
32.399,1008.2,49.523,4.7022,30.026,1099.9,541.25,13.18,1.5125,60.189,147.66
31.221,1008.6,53.176,4.4483,28.046,1076.5,533.84,12.54,30.384,65.162,133.81
30.271,1009,54.706,4.7263,30.362,1100.2,540.22,13.197,1.4177,59.2,147.42
29.223,1009.7,56.972,4.7923,30.86,1100,538.49,13.341,0.78109,57.426,149.25
27.947,1010.4,64.255,4.1499,26.153,1092.5,549.9,12.197,0.79739,65.165,133.84
26.469,1011,79.577,4.1293,26.006,1092,550.31,12.151,1.0871,61.734,133.89
25.501,1011.4,87.045,4.1763,25.888,1091.4,550.28,12.131,1.7207,61.563,133.89
25.093,1011.7,86.891,4.1621,25.825,1091.2,550.03,12.131,1.9519,61.812,133.89
24.844,1012,85.155,4.1767,25.933,1091.7,550.39,12.237,1.8842,64.393,134.34
24.478,1012,81.122,4.15,25.998,1092.6,550.22,12.271,1.8685,66.672,135.08
24.648,1012.1,74.734,3.4111,21.053,1063.7,550.18,10.839,4.6243,57.005,113.7
24.594,1012.4,75.327,3.3013,20.284,1059.3,549.97,10.462,5.1534,54.134,110.75
24.005,1012.7,79.446,3.3333,20.218,1058.8,549.8,10.478,5.291,53.949,110.73
23.947,1013.1,82.965,3.3616,20.212,1058.7,549.94,10.494,5.3059,54.061,110.36
23.472,1013.4,83.329,3.3542,20.189,1058.7,550.04,10.537,5.3887,55.403,110.86
23.667,1013.8,84.767,3.8107,23.516,1078,549.95,11.478,3.4764,60.656,124.3
25.344,1014.1,72.891,4.124,25.976,1092.1,549.41,12.255,2.8353,68.245,133.66
26.828,1014.4,62.13,4.8384,31.048,1099.6,537.35,13.377,1.7583,60.865,149.63
28.182,1014.6,57.478,4.7999,30.712,1099.8,538.25,13.346,1.688,61.101,149.35
29.105,1014.7,52.493,4.7664,30.496,1099.9,539.12,13.339,1.8358,62.376,148.9
29.077,1014.6,54.21,4.736,30.208,1100.1,540.13,13.329,1.8624,62.888,148.37
29.406,1014.4,50.596,4.794,30.63,1099.9,538.81,13.362,1.5748,60.47,149.4
29.756,1014.3,49.647,4.8505,31.165,1100,536.88,13.473,1.319,58.044,150.61
30.001,1014.4,49.231,4.7812,30.656,1100,538.68,13.248,0.96504,58.052,149.5
29.781,1014.5,49.431,4.7455,30.396,1100.1,539.71,13.257,1.2605,59.85,149.28
29.162,1014.5,50.499,4.7821,30.651,1100,538.62,13.294,1.4109,60.208,149.75
28.621,1014.6,51.796,4.1761,26.132,1093.6,549.71,12.143,1.4664,69.925,134.12
27.936,1014.8,56.339,4.1451,26.046,1093.4,550.37,12.118,1.592,68.314,133.86
26.741,1015.4,60.975,4.1101,25.814,1091.9,550.42,12.115,1.5849,67.892,133.87
25.497,1015.8,64.311,4.0875,25.676,1091.3,550.44,12.112,1.5482,66.264,133.88
24.6,1016.1,74.136,4.0499,25.619,1090.6,549.84,12.108,1.7804,64.67,133.87
23.765,1016.1,84.079,4.1293,25.51,1090.6,549.81,12.134,1.7893,62.615,133.83
22.959,1016,89.788,4.2361,25.233,1089.8,550.2,12.074,1.9207,61.455,133.45
22.102,1015.9,94.668,4.186,24.02,1082.5,549.93,11.716,2.5565,62.387,128.29
21.999,1015.7,96.199,3.5747,19.801,1057.6,550.07,10.569,5.2101,54.309,109.99
21.997,1015.4,95.997,3.5839,19.865,1057.9,550.08,10.482,5.1427,54.184,110.34
21.951,1015.3,95.978,3.5781,19.768,1057.1,549.86,10.475,5.3256,54.436,109.83
22.057,1015.5,95.078,3.5348,19.807,1057.5,550.15,10.443,5.2408,54.08,109.82
22.331,1015.9,93.543,3.4536,19.526,1055.7,549.98,10.407,5.325,54.06,108.5
23.093,1016.4,90.833,3.727,21.994,1070.1,549.89,11.169,3.9834,58.102,118.61
24.573,1016.8,80.263,4.1183,25.591,1090.7,550.25,12.139,2.3598,66.2,132.8
26.043,1017.1,68.377,4.1509,25.671,1091.4,549.88,12.149,2.1423,68.525,132.81
27.352,1017.4,61.912,4.1799,25.731,1091.9,549.98,12.168,2.0915,72.27,132.82
28.471,1017.7,53.827,4.2093,25.945,1093.4,549.98,12.231,1.8578,70.638,133.53
28.666,1017.8,49.697,4.2265,26.107,1094.3,550.02,12.277,2.0469,72.943,133.82
28.83,1017.7,48.798,4.2503,26.109,1094.5,550.15,12.277,1.7296,71.693,133.82
29.065,1017.6,47.341,4.2413,26.162,1094.8,550.15,12.293,1.4164,71.304,133.82
29.192,1017.6,48.15,4.2317,26.208,1094.4,550.1,12.289,1.4468,69.914,133.82
29.067,1017.6,51.161,4.2214,26.137,1094,550.04,12.265,1.2704,68.575,133.82
28.53,1017.7,53.179,4.1816,26.089,1093.5,549.99,12.241,1.6417,68.329,133.83
27.783,1017.7,55.768,4.1524,25.996,1093.1,549.94,12.217,1.6375,66.937,133.83
26.793,1018,64.719,4.1286,25.825,1092.4,549.91,12.194,1.9869,65.722,133.83
25.43,1018.2,74.736,4.08,25.665,1091.7,550.05,12.17,1.3826,62.243,133.82
24.09,1018.5,84.197,4.1024,25.513,1091.1,549.94,12.146,1.3205,60.392,133.82
23.343,1018.7,87.669,4.1324,25.44,1090.9,549.92,12.058,1.7491,61.633,133.82
22.915,1018.5,87.657,4.0973,25.269,1089.6,550.27,12.074,1.9382,61.8,132.99
22.539,1018.2,86.81,4.1098,25.472,1090.9,550,12.1,1.73,63.839,133.92
22.295,1018,85.006,4.0662,25.263,1089.4,549.84,11.953,1.7001,63.978,133.1
21.787,1017.6,84.55,3.951,24.387,1084.8,549.94,11.771,1.9771,64.453,129.84
20.176,1017.3,86.967,3.3874,19.625,1056.8,550,10.475,5.1251,60.854,110.18
19.149,1017.2,91.26,3.4015,19.677,1057.3,550.02,10.489,5.1003,60.308,110.46
19.236,1017.2,90.936,3.3846,19.505,1056.3,550.04,10.388,5.4317,61.131,109.82
18.908,1017.3,91.104,3.3854,19.288,1055.2,549.88,10.392,5.5709,63.369,109.17
20.054,1017.4,90.384,3.4197,20.356,1060.5,550.09,10.725,4.6213,59.47,112.3
22.544,1017.7,78.826,4.1278,25.634,1091.1,550.33,12.045,0.49016,66.741,133.72
24.413,1018,69.229,4.125,25.303,1090,550.11,12.06,1.0699,66.837,131.97
25.674,1018.1,62.843,4.1803,25.746,1092.9,550.08,12.088,0.90704,69.97,133.79
26.645,1018.2,57.941,4.1841,25.776,1093.1,550.21,12.194,1.1574,71.597,133.81
26.741,1017.9,57.334,4.2057,25.843,1092.9,549.67,12.231,1.3223,71.503,133.81
27.029,1017.6,56.867,4.1593,26.024,1093.3,549.88,12.244,1.2505,70.799,133.8
27.29,1017.5,53.677,4.1973,26.052,1093.9,550.2,12.318,1.8257,71.781,134
27.465,1017.4,51.324,4.1865,26.037,1093.3,549.76,12.186,1.6377,71.157,133.81
27.536,1017.2,51.923,4.2008,25.996,1093.2,549.97,12.1,1.7069,70.886,133.8
27.339,1017,50.302,4.0557,24.88,1087.4,550.19,12.063,1.8798,69.423,129.42
26.887,1017,53.494,4.0521,24.982,1087.8,550.1,12.079,1.9013,68.908,130.13
25.949,1017,60.391,4.1172,25.765,1092.1,549.89,12.156,1.6805,70.459,133.76
24.828,1017,68.917,4.0831,25.596,1091.5,549.59,12.143,1.7106,66.918,133.8
23.613,1017.1,75.992,4.026,25.416,1091.2,549.74,12.104,1.8309,64.441,133.82
22.799,1017.1,83.442,4.0656,25.385,1090.8,550.35,12.14,2.1415,64.779,133.89
22.411,1016.9,86.774,4.111,25.297,1090,550.15,12.078,1.7671,64.621,133.62
22.221,1016.7,86.653,4.1134,25.453,1090.6,550.36,12.164,1.7954,66.261,133.98
21.974,1016.5,86.442,4.1167,25.352,1090.4,550.01,12.079,1.7622,65.168,134.13
20.72,1016.5,90.758,4.2559,25.002,1089.2,550.38,11.868,2.1258,61.886,133.79
19.896,1016.3,94.233,3.3915,18.478,1049.2,549.23,10.211,8.2551,71.796,104.73
19.687,1016,95.108,3.3826,18.231,1046.4,548.08,10.139,9.3975,75.205,103.68
19.374,1015.9,95.173,3.4227,18.214,1042.8,546.12,10.192,11.147,78.222,102.85
19.477,1015.8,96.52,3.4151,18.207,1043.9,547.17,10.244,11.242,72.557,102.83
20.639,1015.8,95.387,3.8643,22.498,1072.9,549.89,11.242,11.241,67.019,121.36
22.966,1015.9,83.423,4.1402,25.359,1090.1,549.85,12.064,3.8172,63.264,132.79
24.515,1016,73.464,4.1299,25.406,1090.7,549.91,12.08,1.7213,63.209,132.83
25.997,1016,68.316,4.1503,25.461,1091,550.43,12.096,1.6935,64.211,132.83
26.966,1016.1,64.316,4.1601,25.496,1090.7,550.41,12.112,1.6838,64.643,132.85
27.008,1015.7,64.993,4.1851,25.53,1090.8,549.8,12.131,1.7579,62.146,132.84
27.369,1015.3,62.662,4.2323,25.782,1092.6,550.34,12.222,1.7807,64.017,133.64
27.692,1015,62.154,4.2342,25.848,1092.9,550.16,12.218,1.8027,64.139,133.73
28.042,1014.8,58.973,4.2674,26.128,1094.2,550.35,12.278,1.7451,66.582,134.67
28.136,1014.4,55.833,4.1924,25.705,1091.4,550.4,12.253,1.5804,63.983,132.85
27.976,1014.1,52.863,4.1707,25.75,1091.4,550.1,12.232,1.4844,64.54,132.84
27.486,1013.9,56.461,4.1495,25.673,1091.7,550.44,12.211,1.7107,66.564,132.84
26.755,1013.9,63.545,4.1151,25.593,1091.3,550.46,12.19,1.9661,64.594,132.85
25.721,1013.9,70.778,4.08,25.507,1090.3,550.31,12.169,1.9379,61.955,132.83
24.668,1014.1,78.731,4.0444,25.432,1089.5,549.8,12.148,1.748,59.936,132.83
24.086,1014.3,82.521,4.0743,25.522,1090.2,549.86,12.126,1.6965,57.655,133.27
23.612,1014,86.776,4.1364,25.551,1090.3,550.41,12.174,1.7824,61.422,133.82
23.304,1013.5,86.466,4.1436,25.462,1090.5,550.37,12.116,1.625,62.065,133.71
23.123,1013.3,84.87,4.1748,25.787,1092.4,550.33,12.281,1.3024,64.477,135.29
23.146,1012.9,82.6,4.0967,25.584,1091,549.76,12.157,1.4899,64.048,134.12
23.342,1012.6,79.948,3.4416,21.036,1064.4,550.23,10.856,4.043,56.117,114.57
23.579,1012.3,80.041,3.3111,19.989,1057.7,550.01,10.543,5.1632,54.344,109.84
23.601,1012.1,81.819,3.2984,19.98,1057.8,550.09,10.597,5.1228,54.021,109.82
23.693,1012,82.829,3.3004,19.969,1057.8,550.18,10.654,4.7366,54.064,109.85
24.389,1012,79.055,3.6743,22.542,1072.8,550.15,11.256,3.2323,58.438,120.36
25.359,1012.1,74.291,4.1565,25.854,1092,550.02,12.283,1.6763,66.15,133.9
26.164,1012.4,72.329,4.8652,30.774,1099.9,537.97,13.353,1.816,61.574,149.1
27.084,1012.4,68.122,4.7887,30.313,1100.3,539.72,13.362,1.9748,60.524,148.82
27.946,1012.6,64.476,4.9158,31.265,1100,536.22,13.506,2.086,60.486,150.78
27.813,1012.5,64.176,4.7547,30.084,1099.8,540.23,13.302,1.2535,59.399,148.51
27.977,1012.1,62.259,4.7983,30.308,1099.9,539.5,13.314,0.92345,58.351,149.26
28.371,1011.7,61.255,4.7313,30.08,1100,540.61,13.299,1.3686,58.923,148.53
28.408,1011.4,62.014,4.8632,30.844,1100.1,537.82,13.453,1.3326,59.357,150.28
28.391,1011.1,61.899,4.7442,30.051,1100,540.66,13.179,1.3516,61.159,148.24
28.276,1010.9,61.267,4.2071,26.004,1092.8,549.67,12.202,1.7261,69.272,133.9
28.051,1010.7,59.83,4.1963,26.039,1093,549.82,12.196,1.7606,69.285,133.87
27.561,1010.7,60.378,4.1716,25.981,1092.7,550.28,12.181,1.5541,67.371,133.87
26.62,1010.7,64.682,4.1193,25.917,1092.2,550.25,12.159,1.3523,65.794,133.85
25.859,1010.9,68.625,4.1084,25.8,1091.6,549.74,12.182,1.6148,67.685,133.88
25.543,1011.1,71.067,4.1179,25.878,1092.1,550.26,12.316,1.4433,66.202,134.34
